"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"	"ENTREZID"
0.00018005255615616	-0.36410612362689	0.247	0.469	1	"1"	"SPICE1"	"152185"
0.000180878079314607	-0.561173229534407	0.233	0.484	1	"1"	"PRICKLE2"	"166336"
0.000182657132823162	-0.287268919117195	0.247	0.507	1	"1"	"RAE1"	"8480"
0.000186025649361228	-0.385927528917316	0.877	0.991	1	"1"	"THOC2"	"57187"
0.00018658505783381	-0.485530437772985	0.452	0.667	1	"1"	"TAB2"	"23118"
0.000187320667580473	0.620222614571501	1	1	1	"1"	"RIN2"	"54453"
0.000190103580811036	-0.349186376456284	0.438	0.657	1	"1"	"LLGL2"	"3993"
0.000199846972308565	-0.315411517082739	0.89	0.991	1	"1"	"SCP2"	"6342"
0.000210047149868891	-0.294274802126063	0.178	0.432	1	"1"	"C17orf110"	NA
0.00021167259762675	-0.486696006430261	0.795	0.934	1	"1"	"EAF1"	"85403"
0.000226746138496188	-0.256374828149719	0.329	0.596	1	"1"	"TMEM17"	"200728"
0.000232385011410956	-0.253357842791323	0.137	0.376	1	"1"	"C3orf37"	NA
0.000236751280883529	-0.432162382678202	0.397	0.709	1	"1"	"SLC39A11"	"201266"
0.000242878249404198	-0.251138410954267	0.288	0.549	1	"1"	"NAGK"	"55577"
0.0002432640711333	-0.374480370268722	0.849	0.944	1	"1"	"BEX4"	"56271"
0.000245408414206876	-0.577583471054072	0.301	0.545	1	"1"	"PRKAG1"	"5571"
0.000245667898253418	-0.402505576219432	0.918	0.981	1	"1"	"CPNE3"	"8895"
0.000260580061975597	-0.399689439825429	0.178	0.408	1	"1"	"TMEM138"	"51524"
0.000260927658737335	-0.32053826487432	0.356	0.61	1	"1"	"TTC21B"	"79809"
0.000262766536205212	-0.561020520217648	0.233	0.498	1	"1"	"UBR7"	"55148"
0.000266751070795276	-0.292157062734215	0.37	0.624	1	"1"	"DRAM2"	"128338"
0.000283419487782274	-0.595168030600341	0.438	0.638	1	"1"	"CHID1"	"66005"
0.000285926640381672	-0.402256930812438	0.479	0.704	1	"1"	"SEC13"	"6396"
0.000297021877211103	-0.319758377677901	0.507	0.732	1	"1"	"SOAT1"	"6646"
0.000297312259387496	-0.51291954199539	0.918	0.967	1	"1"	"RPN2"	"6185"
0.000309318540774239	-0.395040763578481	0.274	0.493	1	"1"	"SLC25A14"	"9016"
0.000313285557610776	-0.348820310743652	0.644	0.864	1	"1"	"UBR3"	"130507"
0.000321319492305188	-0.444883039292917	0.685	0.85	1	"1"	"ITFG1"	"81533"
0.000322498046606229	-0.570533611041621	0.562	0.779	1	"1"	"ATAD1"	"84896"
0.0003229690542242	0.521078493160242	1	1	1	"1"	"SRSF3"	"6428"
0.000331025406161629	-0.4187393382942	0.712	0.854	1	"1"	"CCAR1"	"55749"
0.000337454439763185	-0.274622292837326	0.11	0.324	1	"1"	"ZNF426"	"79088"
0.000337793907808288	-0.293695547766236	0.658	0.864	1	"1"	"DLD"	"1738"
0.000344801840095572	-0.440049244536771	0.288	0.521	1	"1"	"DNAJB12"	"54788"
0.000344866717973923	-0.432938106524219	0.438	0.648	1	"1"	"CWC25"	"54883"
0.000346832646391941	-0.427809230206522	0.479	0.685	1	"1"	"AMZ2"	"51321"
0.000354646641243353	-0.291331502568617	0.178	0.399	1	"1"	"NFYA"	"4800"
0.000372653989081097	-0.390936847939589	0.397	0.61	1	"1"	"NSFL1C"	"55968"
0.000380027402349819	-0.380488044001121	0.356	0.624	1	"1"	"FAM169A"	"26049"
0.000384441239443772	-0.294054417334688	0.753	0.892	1	"1"	"DNAJC15"	"29103"
0.000384905361419521	-0.433137914488848	0.534	0.737	1	"1"	"MAP6"	"4135"
0.00038493660059946	-0.263805664524719	0.726	0.93	1	"1"	"FGD5-AS1"	"100505641"
0.000385124700787058	-0.470770654696113	0.603	0.779	1	"1"	"PLS1"	"5357"
0.000393138749624248	-0.300970338503073	0.603	0.803	1	"1"	"AARS"	NA
0.000400519088701758	-0.319101562108531	0.164	0.404	1	"1"	"C22orf13"	NA
0.000403913012777649	-0.303028402895399	0.26	0.512	1	"1"	"TMEM150C"	"441027"
0.000409657731408833	-0.576233392728191	0.548	0.761	1	"1"	"CAND1"	"55832"
0.000415057144804023	-0.350912740843432	0.26	0.512	1	"1"	"CYB5R4"	"51167"
0.000416239786288925	-0.348734011292235	0.521	0.709	1	"1"	"NF2"	"4771"
0.000424094549866653	-0.555377057793416	0.301	0.526	1	"1"	"GOLGA5"	"9950"
0.000434373537933526	-0.262019108787725	0.932	0.995	1	"1"	"C18orf32"	"497661"
0.000436602666128843	-0.362961036219112	0.397	0.653	1	"1"	"LOC100506548"	NA
0.000440529429829547	-0.41909725998603	0.74	0.854	1	"1"	"IP6K2"	"51447"
0.000457003627133147	-0.408869993576049	0.548	0.765	1	"1"	"NDUFS2"	"4720"
0.000457758868200488	-0.43665007548246	0.945	0.991	1	"1"	"LAMP2"	"3920"
0.000460903871748334	-0.431147390680616	0.836	0.93	1	"1"	"TP53BP1"	"7158"
0.000471021394449434	-0.410231162118636	0.616	0.845	1	"1"	"PPP2R5C"	"5527"
0.000473009154045512	-0.25745018442036	0.589	0.812	1	"1"	"SMS"	"6611"
0.000476461467867314	-0.272751269083961	0.753	0.906	1	"1"	"RNF7"	"9616"
0.000482335002241858	-0.440546842889322	0.959	0.995	1	"1"	"SCD"	"6319"
0.000483423503483236	-0.322706720523008	0.74	0.897	1	"1"	"TMED4"	"222068"
0.000491541361913936	-0.542458357119295	0.918	0.93	1	"1"	"CACUL1"	"143384"
0.000494611647205784	-0.295174881313307	0.288	0.516	1	"1"	"PARVA"	"55742"
0.000511492438461342	-0.410171928603687	0.37	0.587	1	"1"	"KCNJ6"	"3763"
0.000515148314259933	-0.487733105183082	0.123	0.333	1	"1"	"ZNF709"	"163051"
0.000517523059621168	-0.458767544918193	0.973	0.995	1	"1"	"ATP5B"	NA
0.000539951851953309	-0.517338977068008	0.918	0.981	1	"1"	"ATP6V1A"	"523"
0.000540097798704308	-0.430330082497424	1	0.991	1	"1"	"KPNA6"	"23633"
0.000544812287008473	-0.28753581777965	0.26	0.531	1	"1"	"ABCB7"	"22"
0.000547836347659812	-0.286052817109941	0.342	0.573	1	"1"	"RAB9B"	"51209"
0.000560782683425277	-0.310420123201392	0.616	0.808	1	"1"	"CTBS"	"1486"
0.000565370415891456	-0.436932703192362	0.082	0.277	1	"1"	"F11"	"2160"
0.000580936481057982	-0.498586242959622	0.986	0.991	1	"1"	"PFKFB2"	"5208"
0.000581023750612057	-0.258560604604116	0.315	0.535	1	"1"	"FAM8A1"	"51439"
0.000586387573863656	-0.45588448274236	0.205	0.446	1	"1"	"BLOC1S3"	"388552"
0.000589646046264911	-0.292274064893213	0.877	0.934	1	"1"	"INADL"	NA
0.000589762730424002	-0.310396196485051	0.562	0.836	1	"1"	"EIF1AD"	"84285"
0.000594205022278122	-0.268495038952455	0.575	0.808	1	"1"	"TMX2-CTNND1"	"100528016"
0.000602171655406009	-0.516704947531466	0.329	0.549	1	"1"	"GLB1"	"2720"
0.000609244791173859	-0.309117662508833	0.274	0.545	1	"1"	"IFT81"	"28981"
0.000613959130008714	-0.274449078724176	0.548	0.775	1	"1"	"PSME2"	"5721"
0.000616172180752904	-0.387242253934446	0.301	0.54	1	"1"	"DPP8"	"54878"
0.000625779778788658	-0.309861831909337	0.438	0.676	1	"1"	"LINC00261"	"140828"
0.00063395545573865	-0.390761983084607	0.904	0.986	1	"1"	"HUWE1"	"10075"
0.000638045646508869	-0.445075355230915	0.822	0.93	1	"1"	"ISL1"	"3670"
0.000639876724011953	-0.285006895889101	1	1	1	"1"	"ACTB"	"60"
0.000644773421025415	-0.55608045603953	0.466	0.662	1	"1"	"GBA"	NA
0.00065490540732819	-0.404764193381006	0.671	0.836	1	"1"	"CCT2"	"10576"
0.000667181511094793	-0.262046524286751	0.562	0.803	1	"1"	"EIF6"	"3692"
0.000677711007595836	-0.401236218489472	0.192	0.39	1	"1"	"HERC3"	"8916"
0.000679487479678388	-0.282630323608043	1	0.995	1	"1"	"GABARAPL2"	"11345"
0.000681213437094149	-0.257498240998013	0.616	0.84	1	"1"	"ZNF22"	"7570"
0.000682397774835793	-0.300720979216236	0.685	0.845	1	"1"	"MGA"	"23269"
0.000682599564695122	-0.354307593164705	0.616	0.803	1	"1"	"MAGT1"	"84061"
0.000700409428903283	-0.259062814021228	0.616	0.812	1	"1"	"MED31"	"51003"
0.000701099495888421	-0.354726020657591	0.068	0.258	1	"1"	"GTDC1"	"79712"
0.000702194423563343	-0.354027995202962	0.959	0.986	1	"1"	"CHP1"	"11261"
0.000709317539829915	-0.522828417256004	0.397	0.629	1	"1"	"TMEM135"	"65084"
0.000714103373559435	-0.435229569339439	0.329	0.554	1	"1"	"VPS39"	"23339"
0.000724686596506308	-0.317740281081235	0.767	0.92	1	"1"	"RNF13"	"11342"
0.000729162973160139	-0.275388501514036	0.616	0.789	1	"1"	"ENPP5"	"59084"
0.000733870125249621	-0.466069305507663	0.658	0.812	1	"1"	"AZIN1"	"51582"
0.000733968119393052	-0.580415546063881	0.452	0.69	1	"1"	"NNT"	"23530"
0.000735952524182785	-0.399132706376515	0.603	0.784	1	"1"	"HMGCLL1"	"54511"
0.000736143769811417	-0.334698978913879	0.671	0.84	1	"1"	"ESYT1"	"23344"
0.00073685986353112	-0.264199024496182	0.658	0.864	1	"1"	"FAM105A"	NA
0.000745646042919581	-0.404628889985087	0.356	0.573	1	"1"	"IREB2"	"3658"
0.000747827120264088	-0.276249336073581	0.562	0.784	1	"1"	"C1orf63"	NA
0.000762943501779477	-0.361878618619792	0.493	0.737	1	"1"	"TSN"	"7247"
0.000767627596804856	-0.364920623560704	0.301	0.521	1	"1"	"ANGEL1"	"23357"
0.000809110444891032	-0.379067815321125	0.068	0.244	1	"1"	"CPPED1"	"55313"
0.000811561986704454	-0.35346549617376	0.808	0.925	1	"1"	"DYNC1LI2"	"1783"
0.000814161741617441	-0.302009986628574	0.26	0.488	1	"1"	"KIAA0196"	NA
