p_val,avg_logFC,pct.1,pct.2,p_val_adj,symbol
0.000253499779774843,-0.275298209097326,0.598,0.745,1,LOC100861402
0.000262945351817996,-0.258987651569311,0.377,0.594,1,IFIT1
0.00027637999920403,-0.374845009346647,0.828,0.911,1,ENO2
0.000296308961925351,-0.285378493253556,0.451,0.661,1,PSMG3
0.000319384213439392,0.474373134745588,0.557,0.344,1,PDE3A
0.000335630371490042,0.379187476476727,0.795,0.682,1,ADRBK2
0.000339645237986935,-0.425494316558469,0.951,0.964,1,CLU
0.000360186145089754,-0.321599039691957,0.336,0.536,1,PNMAL1
0.000377079534463281,-0.344256593120448,0.566,0.729,1,PSMD10
0.000384771360543649,-0.265814916286581,0.664,0.87,1,PDXK
0.000390741469603028,0.34588629920798,0.861,0.786,1,CDC42EP3
0.000395290145312791,0.34421960531712,0.762,0.635,1,FADS1
0.00041781517858235,0.26760438007435,0.541,0.359,1,SCN9A
0.000434630399194958,-0.26384202696603,0.697,0.859,1,TAGLN2
0.000444528882578131,-0.431178485952239,0.566,0.698,1,STIP1
0.000459638964393235,-0.406991134868486,0.869,0.964,1,SLC25A5
0.000476292328204334,-0.291525677953544,0.943,0.969,1,MIR7-3HG
0.000504565920085005,-0.267466869920897,0.984,1,1,HADH
0.000533742745221198,-0.262542032729602,0.787,0.88,1,KRT8
0.000556197883973902,-0.300967157304483,0.352,0.562,1,ACADSB
0.000641813216265815,-0.289120447854306,0.959,0.99,1,RPL36A-HNRNPH2
0.000711127791270682,0.270469395480955,1,0.958,1,PCLO
0.00071421602092661,-0.255858749585201,0.549,0.719,1,NF2
0.00071632488816274,-0.359111625422894,0.131,0.271,1,F11
0.000735023140521544,-0.259254603979327,0.844,0.932,1,BCAP31
0.000752810852730723,0.436437066191213,0.59,0.458,1,SEMA6A
0.000800078444381135,0.306598299307233,0.459,0.276,1,TARBP1
0.000875437792569688,0.288733881894901,0.943,0.922,1,MTIF3
0.000905716268929912,0.391207741038055,0.934,0.922,1,STXBP5
0.000909105110642362,-0.282923419906454,0.549,0.688,1,QDPR
0.000935119753481841,0.266799048104684,0.91,0.885,1,RBM26
0.000992711050211516,0.296307944640119,0.68,0.568,1,ETV1
0.00100454594415803,0.270603604820152,0.959,0.932,1,EGR1
0.00100484032951542,-0.267901598246626,0.418,0.594,1,PRKAG2
0.00102393392054613,-0.394320649200931,0.746,0.896,1,PHLDB2
0.0010281794669586,0.36488008111962,0.525,0.385,1,LOC729178
0.00103254274419323,0.301544191417267,0.943,0.953,1,RIMS2
0.00103561589142577,0.337676295211938,0.934,0.891,1,PRDX4
0.00107183966157428,0.42449743553688,0.328,0.172,1,OTOGL
0.00110249069821994,0.34475158203554,0.926,0.969,1,HERPUD1
0.00113694476701064,-0.429476066261171,0.623,0.76,1,ATAD1
0.00117044139491488,-0.274885253782184,0.443,0.578,1,GATAD2B
0.0012234677354813,-0.290150950872213,0.852,0.906,1,FAM134A
0.00126382075041443,-0.320919579017059,0.443,0.625,1,MPP1
0.00128571902364269,-0.257128190004389,0.385,0.568,1,MAPK9
0.00131877067230832,-0.426735165846901,0.828,0.917,1,C2orf68
0.00135649915053169,-0.335562336829414,0.828,0.875,1,PSMD8
0.00137887755925101,-0.270310578360571,0.631,0.792,1,TTC39C
0.00150364640633194,-0.309017054926692,0.762,0.849,1,C20orf43
0.00153610935002771,-0.266312236895369,0.918,0.932,1,CACUL1
0.00153773568945209,-0.271238417942518,0.484,0.651,1,PRKCA
0.00159426835378306,0.356565553226093,0.984,0.99,1,MLL3
0.00160976560316968,-0.348974755745349,0.631,0.766,1,C14orf43
0.00166298556118851,-0.269320737783875,0.467,0.594,1,LCORL
0.0018206531640086,0.318759950378504,0.943,0.917,1,MBNL2
0.0018223673616881,-0.250924089309151,0.59,0.729,1,LZIC
0.00183935005416601,0.31579266841994,0.295,0.151,1,FRAS1
0.00186425679235007,0.331150527771875,0.975,0.99,1,VPS13C
0.00191339839973231,0.344523966269029,0.787,0.714,1,RABEP1
0.00191560015101734,-0.280104753678453,0.361,0.526,1,ALDOC
0.00192125696102358,-0.263533271826963,0.303,0.49,1,CDK7
0.00203786808763796,0.277458473220675,0.82,0.76,1,CLIP1
0.00206547281360564,0.52620259156507,0.443,0.276,1,KLF9
0.00239423016283516,-0.275337207153938,0.09,0.219,1,RCL1
0.0024472244631775,0.43563418854518,0.926,0.859,1,GLS
0.00250269046724106,-0.292011061665641,0.803,0.88,1,PLEKHB2
0.00271223613307103,-0.337838454285637,0.566,0.714,1,MAST3
0.00274456406561593,-0.298317683773944,0.68,0.786,1,PPID
0.00287284846022947,-0.259443119023191,0.943,0.979,1,SNAP25
0.00288997916305714,-0.30644676704952,0.787,0.859,1,SNX27
0.00289031447078623,-0.292392888858561,0.59,0.724,1,MRPS9
0.00289823326301611,0.38396003150808,0.361,0.229,1,EGR3
0.00292166287251782,-0.260395672278271,0.992,0.99,1,TMED2
0.00295654130634394,-0.33520235197765,0.385,0.542,1,ADSL
0.00302903626484289,-0.30064244619927,0.549,0.661,1,SGPL1
0.00304367051924628,-0.299230803819399,0.197,0.344,1,GALT
0.00305812656016513,-0.338062331739764,0.992,0.99,1,KIAA1324
0.00361395825125727,0.365256527593614,0.533,0.406,1,P4HA2
